UID,designer,tid,subcategory,Product Tag,Content weight,Style weight,Browse
1270,"fluffy,bffaccessories","16lpmqLr,1HRDbQTS","胸針,項鍊/墜子","項鍊/墜子,鳥,羊毛,fluffy,インコ,ブローチ,長尾鸚鵡",0.56495319498,0.43504680502,"1YdSIS9p,1B47TPC0,16JYJyXv"
1271,"hauteforet,sustudio,lisablue1114","1KSUF20q,1KGYjs0W,1PLNMImw","胸針,項鍊/墜子,髮飾","貝殼珍珠,韓國切面水晶,手工,項鍊,##髮簪髮釵髮梳,handmade,metal,配件:合金,黃銅,配件:黃銅,design,胸針,古風華麗",0.434563869624,0.565436130376,0
1272,afterschool,1VPD2Y1l,胸針,"限量款,羊毛氈,簡約,手工,natural系列,禮品,handmade,設計,復古,創意,design,vintage,可愛,glicocrafts,情人節,客製化禮物,手作",0.960132376785,0.0398676232148,"1IP29gQA,1GtdMqqz"
1273,"mrs-u,journal,hm2","15cw0gcD,15TC7mEW,1n9r3p1Q","胸針,項鍊/墜子,髮飾","蜻蜓,獨獨,和風,胸針",0.669605808651,0.330394191349,0
1274,"hello-town,shadowboss,alma-handmade","1qBHD1hW,1W4xcbg1,1JtljTTj","胸針,項鍊/墜子,髮飾","禮物,胸针,手工,項鍊/墜子,創意,>栗子熊系列,髮飾",0.343912391593,0.656087608407,"1Te6ughv,1AOXcaFE,1bxjPkk7,1Pl76mtY"
1275,"xeniadesign,onelifezoo,mithx,balloon,mylittlething,elinaspetitechic,creer-acc,shius,mithx,tmyillustration,mithx,hitoco","1XVTkKsj,1rP1lj7O,1w4hax6f,1eXuNUuL,1hixWGpI,1f6x0EUQ,1Pfkx6gf,1UInvht_,1rtPHrMT,13w8ZR2B,1cOxyGd3,1jmLtmud","胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,耳環,胸針,項鍊/墜子,胸針,髮飾,卡片/明信片,鑰匙圈/鑰匙包,晚宴包/手拿包","小豬,古怪,項鍊,simple,豬,鑰匙圈,創意,design,ラメ,鑰匙包,パーティー,簡約,幾何学,手工刺繡商品,handmade,收納,鯊魚夾,胸針,飾品,jewelry珠寶飾品,限量款,手工,我不笨我有話要說,禮品,設計,動物,補妝鏡,brass,樣衰,禮物,怪手夾,natural,ゴールド,擺飾,粉紅豬,necklace,可愛,吊飾,手作",0.530036812143,0.469963187857,0
1276,"muso,kingandsharlene,missvirgolove,insistworks,sukha,circledot,pinillustration","1pybIwWS,1HZECzRi,1fw2s7El,1aytMqTQ,1HL2kIvS,1K6xZOY_,1x4AAVc4","胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,上衣/T 恤 (男),耳環,胸針","太陽,花飾品,耳針,蕾絲,菊花,貓,可愛,浪漫,b01項鍊,鑰匙包,拜日式,a01純銀,yoga,簡約,金,瑜伽,handmade,花,頭飾,a02純銅鍍色,新娘,少量,耳鉤,女神,手工,花環,禮品,黑,a03黃銅,緍嫁,花朵,客製化禮物,瑜珈,森林,皮革,胸章,插畫,髲夾,耳環,創意,限量,維納斯,頭花,．幻想主題,花園系列,手作",0.521305438309,0.478694561691,"1X8wd8I2,1rnuKPqf,1_dpwY3E,146pUzmx"
1277,"paxanimalia,goodtime-play-jewelry,mithx","16oMl47q,1MZIyC09,1ZO5yal_","胸針,項鍊/墜子,髮飾","14k金項鍊,パンダ,レジン,手工,プラバン,handmade,brooch,設計,panda,天然紫水晶,可愛,ブローチ,髮束,design,麻,hemp,手作",0.118150839266,0.881849160734,"1nLOSPIU,1srLfb7N,1rG2IDdh"
1278,"minifanfan,ostaratokyo,endorphin,wawamimaan,lowie","1ucOOoXb,1O9H7tfa,1zcYurUG,18qYkpDk,1KwNnIoN","胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,圍巾/絲巾","限量款,胸針,手工,手繪,手工製作,設計,編織,別針,熱縮片,磁鐵,原住民風格,髮飾,毛線,小狗,鉤針,手作",0.815531599364,0.184468400636,"1Upq9GoN,18erOg0p"
1279,"ohpaw,little-oh,mithx,about-dream,hakuneko,omhandmade,reshin,gracefulhandmade,goodgoods,bywe,play-leather,markhonor","1HU21KVw,1RP2Kkej,1OHadRcw,1Lj3FFxc,1i9yCG08,1CmsdGdN,1ZKvRjef,1lSlv2b0,1d6e3QSb,1Z3ENAh6,1Usw04ri,1N8EaYhI","胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,耳環,胸針,項鍊/墜子,項鍊/墜子,髮飾,手鍊/手環,鑰匙圈/鑰匙包,鑰匙圈/鑰匙包","彩虹,髮圈,耳環,thaidesigner,項鍊,handmade,彩色,綠色,創意,可訂製,design,日系,鉤織,愛情鳥,手工織,情人節,手工,棉麻,個人專屬,簡約,natural系列,vintage,聖誕禮物,鸚鵡,純手工製作,森林系,hairband,手捻麻繩,collarbrooch,髮飾,胸針,閃石,優雅,森林,生日禮物,限量款,日本,惹飾-字墜系列,限量手工,菇,自選顏色,菇類,皮革、鑰匙包、鑰匙,交換禮物,brooch,漸層,設計,動物,香菇,玻璃球,飾品,手捻,客製化禮物,多彩,紗麗,髮簪,禮物,鳥,皮革、,編織,紗麗線,別針,東方,鉤針,泰國蠶絲蠟線手鍊-純銀款,小鸚,旅行,嬉皮,可愛,公平交易,情人禮物,皮革,手捻線,手作",0.389155864521,0.610844135479,"1XjHj6Bu,1KyafFaR,1cjHlUEo"
1280,"mermer,idojewel,angelady,missbear5420,origami-fleurs,keyura,ccs,phancy,apple-handmade,remus,orllyorlly,googoods,lisablue1114,groovingthebeats,k-a-design","1_VR6mIS,1qNTl3c6,1wZs0Kem,1SKCQMlJ,1MYrydNZ,1BVHWnGR,1TsivZTx,1pmpKyU2,1S4iWddm,1EgUHctx,1edL09oL,1OQXP_Ee,1fznS3Zw,1Uf8b7Gh,1oBClJA_","胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,耳環,胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,耳環,胸針,項鍊/墜子,髮飾,圍巾/絲巾,鑰匙圈/鑰匙包","彩虹,cute,art,新娘捧花,聖誕禮物,胸章,##髮簪髮釵髮梳,創意,可愛,*馬卡龍兩用扣,sea,客製化禮物蕾絲,愛,情人節,時光寶石鑰匙圈,胸花,魚,natural系列,玉石,handmade,不鏽鋼,磁鐵,情人節禮物,mer．mer,badge,fish,摺紙,貝殼珍珠,手工,配件:黃銅,禮品,設計,性別,短項鍊,愛心,unique,復古,禮物,配件:合金,別針,同志,青金石堇青石,小腸圈,限量款,古風華麗,手作,徽章",0.925095409556,0.0749045904444,"1bpihQgC,12KRB1gk,1fesm_SH"
1281,"tigermilk,bibibird,ms-spider,kokomu,origami-fleurs,auraanddesign,felizdoodle,mshowfan,god-leading,dream-designs,chojicha,elinaspetitechic,blossomv,wawu,opps,peopletutu,palnartpoc,lisablue1114,celia-celeste,cheerful,arisadolls","19G2cW1B,1U9sMSvk,1YL16Eep,1jqBrNWl,1fJE4Kjx,1zkGZLqi,1tQ4zNba,1TPXSQHd,1lIf3JJY,1XGWcxwZ,1thcTfeD,1KR41h2S,1VXDjCCp,1YuHLUwz,10ZNMFXj,17I1LXCB,1xutdXZ2,1mNQBPGW,1QltiBRy,16c6ZlrW,1mYOHEgv","胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,耳環,胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,耳環,胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,耳環,胸針,髮飾,項鍊/墜子,項鍊/墜子,髮飾,其他8","少女,好煩小姐,女士禮物,項鍊,水晶,植物,積木,鑰匙圈,兒童,創意,朋友,design,聖誕,布藝,髮束,japan,愛,手作娃娃,麋鹿,朋友禮物,星,加購配件,復古,手工,香港,natural系列,情人節,裝飾,handmade,兔子,藝術設計,獨一獨二,送禮,髮飾,胸針,飾品,情侶,jewelry珠寶飾品,限量,生日禮物,貝殼珍珠,髮箍,聖誕節,心心,手繪,科幻,摺紙,設計,星屑,パルナートポック,簡約,動物,宇宙,大象,優雅,甜美,白金,髮帶,女性朋友禮物,##項鍊,禮物,頸鏈,獨家販售,愛情,格子,友情,女朋友禮物,玩具,心形,耳環,掛飾,可愛,紙鶴,配件:黃銅,流れ星,男孩禮物,女朋友,髮夾,夏天髮帶,鋯石,日系,情人禮物,手作",0.752322422993,0.247677577007,"1ktzxJgJ,1du9Dch3,1b4MrOwL"
1282,"po-to-bo,missblue,rarapupu,missbear5420,davine,hauteforet,solo-accessories,youngmood,noeud,springco,coucoubird,silverjade","1BTVIY2S,1UqQyLWI,1u3wVmIa,1IqwTVDv,1uteK3tB,1oHNxmlM,1M8FPC8S,19Gkdi3H,1wAi9LvE,1IPr2s7G,1flP9bV8,1AjB2Ckg","胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,耳環,胸針,項鍊/墜子,印章,髮飾,手鍊/手環,鑰匙圈/鑰匙包,手鍊/手環","花兒,學院,施華洛世奇,創意,寶石,design,天然石,情人節,時光寶石鑰匙圈,文具,生活,簡約,handmade,蝴蝶結,繽紛,髮飾,胸針,飾品,純銀,限量款,手工,項鍊/墜子,禮品,設計,獨一無二,溫暖,古典,優雅,客製化禮物,pottery,禮物,吊飾,水晶,細緻,耳環,陶器　手作　日本　brooch,串珠,手鍊,可愛,手作",0.350390342242,0.649609657758,"1u9pURZi,1ZEus0la,1oDDiLSM"
1283,little-flower,1uRcmfJm,胸針,"つまみ細工,絲帶,手工,花,絲帶花,扣針,kanzashi,金白色",0.253842768904,0.746157231096,"1CjTDuxH,1Oqn0KH4,1dn1nl90"
1284,"foufou,helen2062,lisablue1114,hikidult,opps,modpoly","1POZXagB,1NKpSwOy,1vTGxzhO,1F2WywC1,1c2JVOv6,1AkBarwh","胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,耳環,咖啡杯/馬克杯","貝殼珍珠,餐具,小物配件,水晶,耳環,dulton,收納,杯,鑰匙圈/鑰匙包,配件:黃銅,##髮簪髮釵髮梳,廚房,可愛,沙拉罐,復古,foufou,派對",0.186225324226,0.813774675774,"1V1e3FVj,1k298JXb,1uEf9TTS,1SGq6aYD"
1285,"momobunnyhandcraft,muodesign,keyura,markhonor,sw75720,qlam,oldnewlady","1WNt8hPM,1uB3vhy4,10cQgRHJ,1EiRQ1j5,1gRDLmHW,1EOi9ons,1hTXQs2a","胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,筆盒/筆袋,耳環,卡片/明信片","羊毛氈,伴娘,項鍊,新娘捧花,黃銅,創意,可愛,古董風飾品,情人節,插畫,防水,簡約,花冠,福音,handmade,扣針,胸針,純銀,限量款,手工,花環,十字架,皮革、鑰匙包、鑰匙,設計,香港設計師,聖靈九果,兔,卡片/明信片,禮品,禮物,海外婚禮,新年,皮革、,別針,搞笑趣味,design,手作",0.266378575172,0.733621424828,0
1286,"timbeelo,losarob,alma-handmade,2abnormalsides","1gxvIevb,1rspTU3U,1SHppwDQ,1fWCX4bC","胸針,項鍊/墜子,髮飾,戒指","針織,日本,勾織,創意,啡色,可愛,簡約,vintage,handmade,工藝,戒指,髮飾,限量款,文化,手工,白色,勾花,設計,藝術品,勾冷,珠寶,古典,精品,復古,項鍊/墜子,耳環,design,手作",0.176892885365,0.823107114635,"14s7ueFl,11lGjT6S"
1287,"kayopan,petitefille,uka,5-wings,superbunny,fabcessories-hk,lumdums","1DjqzSTr,1ZYRiQ0u,1RPN0wi0,1rur1AOr,1pGx2Ft9,1sD3fTkT,1CzhNrKO","胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,耳環,胸針,手鍊/手環","女生,女生手鍊,項鍊,字母,吉他,黑膠,創意,寶石,可愛,唱片,女裝手鍊,動物飾物,全手工訂製,黑膠唱片,情人節,民族項鍊,圖章,治癒,動物項鍊,訂造,手工,爉印,聖誕禮物,男生禮物,彈片,rock,民族飾物,情人節禮物,髮飾,胸針,貝斯,純銀,生日禮物,限量款,頸鍊,bass,動物首飾,白色,皮手鍊,女生項鍊,guitar,配件,動物,手工項鍊,女生禮物,post,森林,動物頸鍊,男生手鍊,禮物,手鍊,民族頸鍊,樂器,pickguard,原創設計,民族,pick,手作",0.966051404,0.0339485959999,"1HArSJaa,13n6TA75"
1288,"purin-select-zakka,cami-handicraft,lostnfind,hireindeer,omhandmade,migu,gracefulcrafts","1S7jILX7,1HEbW3TK,1aOBOE6o,11XAZO77,1VaiqS2L,1GSjH50G,1Xews8CH","胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,上衣 (女),耳環,零錢包","不規則上衣,手工製作,不對稱,南美洲,創意,女上衣,清新感,簡約,樂趣,玫瑰,情人節禮物,reindeer專屬,手感,手工印,限量款,插畫展,woman,個性,女裝,旅遊,旅行節,設計,實穿,手印,徜徉,插畫t,可愛風,插畫t-shirt,手繪tee,悠閒,耳機布包,純銀,手繪插畫,百搭款,樂活,清新,情人禮物,手作,太陽,兩穿,彩色,tee,必備,小收納包,垂墜,女裝ｔ,多肉植物,手繪上衣,性感,民俗風,南美,女性,多色,旅行意義,手工,女人,印度風,illustration,手繪圖騰,森林,印花,不規則,925,手感棉,棉質,個性風,女朋友,搭配,插畫感,圓弧下擺,可愛,聖誕,手工織,民俗,森林系,花,口金,小確幸,夏天,禮品,t-shirt,垂墜感,多層次,復古,小禮物,挖肩,民族,design,森林風,圓擺,旅行故事,手工棉,旅行,圖案,插畫風,公平交易,印花風格,愛,情人節,耳機袋,手工限量,春裝,插畫家,特別版型,印地安,handmade,髮飾,情人,插畫,心靈,插畫tee,插畫風格,零錢包,女tee,古著,鮮豔,禮物,森林動物,圖騰,女孩,印第安",0.269933299325,0.730066700675,"1bL9Qt3N,1fDnPv_0,1Iih1rHO,1DYFk8eV"
1289,uka,1nVPeG0V,胸針,胸針,0.116269696303,0.883730303697,"1QxYXRLT,1pwFrJ4k,1_Pfvwpp,1itt3dhZ"
1290,"madl,missblue,alma-handmade,pawpaw,maymadecraft","11sEfx9h,1m4v2YXT,1q8bVZfL,1abr27po,15puxL4s","胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,啟發玩具","小豬,創意,可愛,寶寶,ring,vintage,handmade,髮飾,限量款,手工,項鍊/墜子,禮品,手工皮革,設計,玩具,客製化禮物,皮革,編識,禮物,leather,貓,寵物,鉤織,口水肩,手作",0.119585324735,0.880414675265,10nxo9Y3
1291,"minifanfan,baby_jewelry,skderhouse","1Vd0cQRU,1RFKmAVt,1UiOR4MB","胸針,項鍊/墜子,髮飾","限量款,項鍊/墜子,手工,手繪,手工製作,handmade,兔子,磁鐵,別針,熱縮片,design,胸針,動物,髮帶,手作",0.908722147522,0.0912778524778,"1m0RRfFT,1CEWCtAI,1sfRYVoU"
1292,"yeva,lakin,faye312,chrimi525,threethirds-th,monkeycookie,chuhsien,charlene-design,sienna,fuchia1104,superb-studio,kopometal,alma-handmade,littleprince,origami-fleurs,elinaspetitechic,medo-emamel","1vUmElCQ,1aiSP03O,1iUcRxTu,1t6AXXIy,1hDPZTEl,1PFGUn8N,1aS1a5pG,1hbpEERS,1aK8gPxG,1fcUoWQ5,1J7XyaiC,1FDj1Mh5,1Nt14UYG,1C7dKM0H,1wu8Tsj0,1S_wd6WB,1ZHakqSx","胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,耳環,胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,耳環,胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,耳環,花器/花藝/植栽,胸針","貓頭鷹造型,項鏈,threethirdsmade,項鍊,pigeon,胸章,浪漫,法鬥,創意,動物園,design,徽章,髮束,華麗,寵物用品,pin,生活雜貨,荷包蛋,peace,handmade,蝴蝶結,金銅,embroidery,胸針,earrings,高貴,純銀,大鑰匙包,手工,禮物,蛋,設計,生活記錄,動物,飾品,藝術,隨身小物,復古,つまみ細工,tassel,水鑽,handembroidery,ハト,button,耳環,花藝園藝,鬥牛犬,寵物,摺紙,natural系列,可愛,生日,egg,手作",0.0948013424602,0.90519865754,1DDIMWoz
1293,"myfabricplayground,fynchang,mithx,leatherprince,theheydayshop,comayose,specialu,cocobanana,zuny,alma-handmade,fabrizio","11LfJAfi,1mWuph89,1546ngwy,1muYgOeJ,1beGyISZ,1WpMHg0L,1ztk6Oj8,1aDQbE1E,1IJUzpAt,1H7_r7s7,1fyBqky_","胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,耳環,胸針,胸針,項鍊/墜子,吊飾,髮飾,寵物衣","小資女孩,乾燥花項鍊,極簡風格,創意,琉璃,美國,keychain,簡約,古銅,好東西,法式,mother'sday母親節,情人節禮物,法國,新郎配件,客製鋼印生日/紀念日款,潘朵拉,液體,brown,woman,好禮物,情人,設計,森林系,南島風情,英雄,▲charm▲collection,unique,gift,leather,戀物,優雅項鍊,悠閒,可愛,領帶,清新,情人禮物,手作,耳環,原味,簡單,創意項鍊,七夕禮物,design,公主風,浪漫,小宇宙,口吹玻璃,purple,淡紫色,領帶夾,海洋,幾何,結婚禮物,感性,earrings,生日禮物,khaki,手工,森林系女孩,小日子,聖誕節禮物,流行配件,畢業季禮物,新娘禮物,精緻項鍊,客製化禮物,玻璃,valentine情人節,古銅項鍊,小世界,glasses,女朋友,畢業禮物,森林女孩,simple,黃銅,男生禮物,beon,西裝男,好朋友禮物,france,horse,創意商品,海邊,tiny,創意飾品,幾何系列,胸針,時尚項鍊,好看,水,夏天,禮物,禮品,手工皮革,交換禮物,短鏈,手工項鍊,玻璃球,women,海風,玻璃球項鍊,吊飾,男士西裝,女朋友禮物,birthday生日禮物,限量款,pony,小清新,情人節,手工限量,生活,玻璃製,vintage,handmade,馬,皮,紫色,髮飾,文創商品,液態項鍊,新婚禮物,大海,精緻包裝,液體項鍊,leatherprince,charm,上班族,古典,手作項鍊,獨特項鍊,簡約項鍊,液態,皮革,城市,瀏海夾,戀物誌,海,玻璃項鍊,necklace,母親節禮物,海灘",0.728589481963,0.271410518037,"1IEyBr5c,1nnOtLZE,1ko_5wcF"
1294,monkeycookie,1T80HVqz,胸針,"胸章,生活記錄",0.50838932812,0.49161067188,"1m7fENRr,1S1GCIhe,1t9adPUk,1O9MEbRq"
1295,"noble_bunny,fb_100000764740214,ckoshxcko","1ambjuch,1ehjhH8z,1Ti7kMRK","胸針,項鍊/墜子,髮飾","ⓒ布製三角鈕釦,鴨嘴長夾,胸針,飄移髮夾彎,琉璃項鍊",0.0762593458585,0.923740654142,"1Hy6eO5B,1FjirZjw,1fTeP73d,1hopZ8iu"
1296,no1231,1QeRYQgn,胸針,"別珍,小鳥,handmade,刺繡,手作",0.256195998268,0.743804001732,"104eG2wt,1XWvO7iB,1p84eQ5A"
1297,"afterschool,estelle-jewelry,alma-handmade,wobuy,boytricks,marywil","13o70Gpf,1X5WzFbj,1wDUjNBl,1XricPMd,17FpSnSf,1WsAG3A2","胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,耳環,肩背包/斜背包","羊毛氈,項鍊,創意,design,日系,情人節,簡約,natural系列,vintage,handmade,復古,拼豆,髮飾,red,限量款,手工,禮物,禮品,手工皮革,設計,glicocrafts,客製化禮物,皮革,福袋,leather,涉谷,可愛,牛皮,手作",0.0596297301612,0.940370269839,0
1298,"pinillustration,november-com,mithx,woodleather74,yasu-k,xeniadesign,hakuneko,rouma,coucoubird,glorikami,minifanfan,monocircus,sweethouse,joja-design,kamijn,od-bear,jielin,timbeelo,ckoshxcko,joycewu-jewelry,follow-mie","1x4AAVc4,1iFakHGY,1erPgE2H,1Ap13ks1,1Erpngrx,1LZYc5Yk,1JAtVSKq,1hjtOa2J,1u1HWUVU,1sr5DBrf,1Vpt6DcK,1xMBCCdZ,1KZrRFS8,1wyOIrPn,1lsevkep,1YgeEFoc,1WnQkvbk,1fU6cROx,1JBbnDN1,1kxmhjJT,1ZUavUWA","胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,耳環,胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,耳環,胸針,項鍊/墜子,髮飾,帽子,鑰匙圈/鑰匙包,耳環,紙膠帶,胸針,髮飾,項鍊/墜子,卡片/明信片","針織,cute,胸章,手工製作,桃紅,創意,髮束,民族風,keychain,簡約,蝴蝶,真花,磁鐵,限量款,髮飾,設計,獨一無二,珠寶,藍色,自由搭配區~自配夾款,中長鏈,cool,麒麟創意,postcard,耳環,悠閒,熱縮片,精品,手作,銀,項鍊,格格吉祥,啡色,design,origami,jewelry,半寶,真花朵,earrings,bird,純銀,手工,illustration,勾冷,key,客製化禮物,項鍊/墜子,明信片,動物造型,natural系列,．幻想主題,黃銅,可愛,繽紛,doll,勾織,花,立體真花,胸針,日本,白色,手繪,復古,蘇打石,cat,立體,吊飾,bus,兒童,天然石,插畫,頭髮不約束,vintage,handmade,工藝,animal,禮品,飾品,文化,勾花,手繪蝴蝶,藝術品,古典,繪畫,風信子,brass,goldplated,禮物,插圖,別針,女孩,hongkong",0.156001875438,0.843998124562,18b8U2sa
1299,"panna-m,kkkkaleidoscope,songerie,miingift,karler,goodsofdesire","1axTFcon,1Xr4NwE1,1zAM88hB,1RBfqC4N,1PkLgZCv,1EhsbZXl","胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,耳環,咖啡杯/馬克杯","住好啲,水果,香港品牌,鑰匙圈,創意,陶瓷杯,design,台灣黑熊,g.o.d.,kkk.首飾りnecklace,簡約,香港,結婚,hongkong,handmade,胸針,情侶,馬克杯,咖啡杯,紀念,設計,預購,hk,香港潮牌,愛情,北極熊,客製化禮物,杯子,禮物,最靡,g.o.d.住好啲,gift,god,together,住好的,可愛,god住好啲,手作",0.030083064105,0.969916935895,1V_xX3K2
1300,"iammissj,follow-mie,f956weisong,henghengmade,mico-handicraft","1Ou0auRt,13AAP31R,1OMc7M2T,1lkWh5Ak,1FfWq1B3","胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,名片座/文件夾","項鍊,黃銅,創意,可愛,名片,收納盤,handmade,農村動物,飛鳥,胸針,髮飾,手工,皮革,手工皮革,設計,狗,禮物,頸鏈,盤,leather,牛皮,手作",0.761586091995,0.238413908005,0
1301,"hongkongoapes,mylittlething,skderhouse,ro,creer-acc,sou,loofah-art","1oLsEQY9,1QVdLUlE,177oQThZ,1wVvtKAD,1FedGBjS,1uHe9wj0,1TJ5yUD3","胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,耳環,胸針,保養香氛","simple,modern,earring,創意,可愛,情人節,聖誕節,handmade,鑰匙圈/鑰匙包,pins,領針/胸針,手工,禮品,純天然,洗滌,設計,silver,簡約,禮物,natural,2way,髮帶,手作",0.0234300629715,0.976569937028,"10pR9kos,1rRQZc3t,19oCz628,1Pm1dSw8"
1302,"creamxcream,baby_jewelry,lazybones,goforest,monnamonna,yizistore,shinemo,noeud,think-if,kikiyu","1r07zfl6,1zLRMAyX,1pyZ9rEV,1BGZVca6,1sFHSrkl,1EuVMY1D,1xYByV3b,1MQy0sNA,1arXwsu5,1MSLXhM1","胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,耳環,化妝包/雜物包,胸針,項鍊/墜子,項鍊/墜子,束口後背包","文字,項鍊/墜子,freemade硬膠創作,台灣,限量款,原創,耳環,handmade,設計,鑰匙圈,鏡子,創意,化妝包/雜物包,別針,懶骨頭追著狗尾巴,龐克,三角形,客製化禮物,髮帶,手作",0.83435733135,0.16564266865,"1XlI28Cu,110u0jks,1foUGOll,1fvMTr4D"
1303,noveltylane,1QhhZklh,胸針,"shop,網上商店,香港,accessories,飾物,網上購物,noveltylane,網上時裝",0.285964281852,0.714035718148,1riekErS
1304,"peichung,glorikami","1jh6Qpkb,16rqEe4s","胸針,項鍊/墜子","goldplated,cute,jewelry,皮忠,handmade,glorikami,貓,peichung,beetle,necklace,喵星人,brass,cool",0.132496479917,0.867503520083,1k4FQvaf
1305,mogus,1VsCLDM5,胸針,"別針,皮革,手作,handmade,胸針",0.313538478488,0.686461521512,0
1306,"laboratorio,serenachen,lostnfind,special-design,boytricks,uka,lap2820047,touch-and-catch,domoreidea,songerie,bunny-bebe","12AWtDs7,193GYaoR,1d2SVJ2T,1JeuzTYg,11w1BqfS,1POS84jq,1Z4ChEOe,1vABdNzE,1eertocy,1lRkmk8a,1zvQ77OX","胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,耳環,胸針,徽章/別針,項鍊/墜子,電腦包,髮飾,童裝","畢業禮物,文青,小鳥,特別,鑰匙圈,創意,皮革,design,好朋友禮物,日系,簡約,handmade,童裝,銀河,平板包,髮飾,胸針,生日禮物,限量款,獨特,手工,項鍊/墜子,交換禮物,設計,童趣,ブローチ,客製化禮物,婚禮小物,禮物,鳥,星空,シマエナガ,生日,手作,全手工",0.482927448012,0.517072551988,"1si2j4Np,1qssJjoV,17m8vVcy"
1307,"hauteforet,sanwaitsai,red-cheeks,oma-design,bluewaters,ako-japan,kayopan,remus,woodtansy,wearesogeek","1vujGMCV,16Hb4h4X,137zc4BQ,1BwzseNl,10ZpUBnK,1XWJFHoI,1XtDt3Ld,1uPSyPEC,1nEUH74q,1DaOOu5o","胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,耳環,印章,胸針,耳環,項鍊/墜子,iPhone 週邊","羊毛氈,可愛い,蕾絲,jersry,鑰匙圈,飾物,貓,tansy,天然石,裸石,綿綿珠,結婚,水晶,handmade,金屬,rawstone,印章,wood,可愛,胸針,背號,手作り,限量款,日本,孔雀石,手工,創意免運費,ハンドメイド,設計,設計環保,戒指,復古,簡約,皮革,パワーストーン,客製,leather,耳環,創意,シルバー925,球衣,灰瑪瑙,海,design,sogeek,手作",0.074957030033,0.925042969967,1_DQopGn
1308,"wonderworkshop,flyingzacchinis,funpaper,itsocool,itsocool,kalkidesign,shika1811,fairy-wang,alma-handmade,a-day,pupan,hireindeer,yoshi850,birdink","16s3PxYQ,142hTuZP,1fhJGpl0,1TMddb1m,1sF5YLzZ,1AU1RjeR,1SDfvps5,1lyrRPsD,1VVGmspX,1J9DRFOV,1PjjydSF,1tUZhHyO,1u0q9q0v,1fJbzWA1","杯墊,鑰匙圈/鑰匙包,Android 週邊,票夾/隨身夾,咖啡杯/馬克杯,杯墊,鑰匙圈/鑰匙包,Android 週邊,票夾/隨身夾,咖啡杯/馬克杯,杯墊,鑰匙圈/鑰匙包,Android 週邊,貼紙","俏皮,鎖匙包,2013新品,擴音,授權,創意,手繪餐瓷,design,紙,鑰匙包,文具,給...喜歡旅遊的你。,文創,灣得文創,簡約,鑰匙環,vintage,handmade,樂活　文青風,/,貼紙,mug,iphone,狗狗的...,居家,限量,樂活,限量款,馬克杯,獨特,餐具,手工,皮革,禮品,抗菌,丹麥,多功能,設計,北歐,票夾/隨身夾,皇家哥本哈根,aday,亞麻,音響,leather,想送禮...,natural系列,搞怪,精品,聖誕優惠,reindeer專屬,有趣,手機,母親節禮物,盤子",0.202921619051,0.797078380949,1fC7gRK7
